Longitude,Latitude,datetime,UHI Index,Land_Surface_Temp,Band1,Band2,Band3,Band4
-73.90590167,40.84363667,24-07-2021 15:12,0.990139971,,819.0,443.0,537.0,421.0
-73.905975,40.84364833,24-07-2021 15:12,0.990139971,,819.0,661.0,644.0,573.0
-73.90605333,40.84365667,24-07-2021 15:12,0.992303686,,819.0,520.0,507.0,590.0
-73.90613333,40.84366167,24-07-2021 15:12,0.992303686,,819.0,520.0,507.0,590.0
-73.90620333,40.84366333,24-07-2021 15:12,0.990139971,,819.0,520.0,507.0,590.0
-73.90634,40.84367,24-07-2021 15:12,0.987976256,,756.0,395.0,583.0,713.0
-73.90637833,40.84368833,24-07-2021 15:12,0.987976256,,756.0,395.0,583.0,713.0
-73.906415,40.84369333,24-07-2021 15:12,0.992303686,,756.0,539.0,583.0,653.0
-73.90647667,40.84370167,24-07-2021 15:12,0.992303686,,756.0,539.0,583.0,653.0
-73.90649833,40.84371,24-07-2021 15:12,0.990139971,,756.0,539.0,583.0,653.0
-73.90669,40.84371333,24-07-2021 15:13,0.990139971,,756.0,495.0,679.0,499.0
-73.90674833,40.84371,24-07-2021 15:13,0.990139971,,756.0,495.0,679.0,499.0
-73.9068,40.84370333,24-07-2021 15:13,1.00312226,,756.0,598.0,638.0,677.0
-73.906855,40.843705,24-07-2021 15:13,1.00312226,,756.0,598.0,638.0,677.0
-73.90697,40.84371333,24-07-2021 15:13,1.00312226,,756.0,494.0,638.0,546.0
-73.90702667,40.843715,24-07-2021 15:13,1.00312226,,756.0,494.0,638.0,546.0
-73.90708167,40.843715,24-07-2021 15:13,1.00312226,,614.0,353.0,484.0,398.0
-73.90714,40.84371,24-07-2021 15:13,0.998794831,,614.0,311.0,484.0,400.0
-73.907235,40.84371167,24-07-2021 15:13,0.998794831,,614.0,304.0,470.0,469.0
-73.907275,40.84371333,24-07-2021 15:13,0.998794831,,614.0,304.0,470.0,469.0
-73.90730833,40.84371,24-07-2021 15:13,1.000958546,,614.0,304.0,470.0,469.0
-73.90733333,40.843705,24-07-2021 15:13,1.000958546,,614.0,304.0,470.0,469.0
-73.907415,40.84372333,24-07-2021 15:13,1.00744969,,614.0,335.0,470.0,440.0
-73.90746,40.84372667,24-07-2021 15:13,1.00744969,,614.0,335.0,470.0,440.0
-73.90751667,40.84373167,24-07-2021 15:13,1.009613405,,614.0,389.0,411.0,390.0
-73.90758,40.84373667,24-07-2021 15:13,1.009613405,,614.0,398.0,411.0,422.0
-73.90764667,40.84374167,24-07-2021 15:13,1.00744969,,614.0,398.0,411.0,422.0
-73.90778333,40.84374667,24-07-2021 15:13,1.00744969,,548.0,459.0,518.0,463.0
-73.90785667,40.84375167,24-07-2021 15:13,1.000958546,,548.0,473.0,518.0,487.0
-73.907935,40.84374833,24-07-2021 15:13,1.000958546,,548.0,473.0,518.0,487.0
-73.90801167,40.84374667,24-07-2021 15:13,1.000958546,,548.0,461.0,642.0,528.0
-73.908075,40.84374167,24-07-2021 15:13,1.000958546,,548.0,461.0,642.0,528.0
-73.90813667,40.843735,24-07-2021 15:13,1.00312226,,548.0,432.0,642.0,564.0
-73.90819167,40.843735,24-07-2021 15:13,1.00312226,,548.0,432.0,642.0,564.0
-73.90823667,40.843735,24-07-2021 15:13,0.996631116,,548.0,393.0,588.0,513.0
-73.90836333,40.84376167,24-07-2021 15:13,0.998794831,,548.0,431.0,588.0,474.0
-73.90840667,40.84376167,24-07-2021 15:13,1.000958546,,548.0,431.0,588.0,474.0
-73.90847833,40.84376833,24-07-2021 15:13,1.001078752,,594.0,509.0,781.0,500.0
-73.90856333,40.84377333,24-07-2021 15:13,0.996751322,,594.0,509.0,781.0,500.0
-73.90865167,40.84377333,24-07-2021 15:13,0.996751322,,594.0,1002.0,781.0,933.0
-73.90873833,40.84377,24-07-2021 15:13,0.994587607,,594.0,855.0,777.0,868.0
-73.90891333,40.84376333,24-07-2021 15:13,1.001078752,,594.0,595.0,777.0,668.0
-73.90906167,40.843775,24-07-2021 15:13,1.001078752,,594.0,284.0,504.0,386.0
-73.90912,40.84377667,24-07-2021 15:13,0.988096463,,594.0,284.0,504.0,386.0
-73.90917667,40.84378167,24-07-2021 15:13,0.988096463,,594.0,284.0,504.0,386.0
-73.90922667,40.84378167,24-07-2021 15:13,0.992423892,,515.0,310.0,434.0,347.0
-73.90926333,40.84379,24-07-2021 15:14,0.992423892,,515.0,310.0,434.0,347.0
-73.90937167,40.84380167,24-07-2021 15:14,0.996751322,,515.0,305.0,354.0,324.0
-73.90940167,40.84378167,24-07-2021 15:14,0.996751322,,515.0,305.0,354.0,324.0
-73.909445,40.84367333,24-07-2021 15:14,0.992423892,,515.0,316.0,354.0,308.0
-73.90945667,40.84363667,24-07-2021 15:14,0.998915037,,515.0,268.0,487.0,313.0
-73.90947,40.84360333,24-07-2021 15:14,0.998915037,,515.0,268.0,487.0,313.0
-73.909525,40.843445,24-07-2021 15:14,0.985932748,,411.0,267.0,419.0,325.0
-73.90954167,40.84337667,24-07-2021 15:14,0.990260178,,411.0,267.0,419.0,325.0
-73.90955333,40.84334333,24-07-2021 15:14,0.988096463,,411.0,473.0,419.0,434.0
-73.90956667,40.84331833,24-07-2021 15:14,0.988096463,,411.0,473.0,419.0,434.0
-73.90961833,40.843215,24-07-2021 15:14,0.988096463,,411.0,436.0,413.0,424.0
-73.90962167,40.84312167,24-07-2021 15:14,0.983769033,,411.0,480.0,413.0,420.0
-73.90963333,40.84307167,24-07-2021 15:14,0.983769033,,411.0,369.0,412.0,420.0
-73.90964333,40.843015,24-07-2021 15:14,0.985932748,,411.0,294.0,523.0,502.0
-73.90965333,40.842955,24-07-2021 15:14,0.985932748,,411.0,219.0,523.0,577.0
-73.90966833,40.84289333,24-07-2021 15:14,0.985932748,,355.0,195.0,562.0,578.0
-73.90968,40.84282,24-07-2021 15:14,0.985932748,,355.0,211.0,562.0,544.0
-73.90969333,40.84266167,24-07-2021 15:15,0.990260178,,355.0,267.0,464.0,462.0
-73.90971,40.84257833,24-07-2021 15:15,0.985932748,,355.0,404.0,464.0,344.0
-73.909745,40.84241167,24-07-2021 15:15,0.988096463,,355.0,265.0,357.0,295.0
-73.90975667,40.84233,24-07-2021 15:15,0.988096463,,344.0,445.0,380.0,337.0
-73.90976333,40.842245,24-07-2021 15:15,0.985932748,,344.0,355.0,380.0,499.0
-73.90977333,40.84216,24-07-2021 15:15,0.985932748,,344.0,281.0,442.0,564.0
-73.90975833,40.84208333,24-07-2021 15:15,0.985932748,,344.0,401.0,442.0,483.0
-73.90973833,40.84200167,24-07-2021 15:15,0.985932748,,344.0,274.0,399.0,514.0
-73.90972167,40.841925,24-07-2021 15:15,0.985932748,,344.0,204.0,399.0,498.0
-73.90970667,40.84185333,24-07-2021 15:15,0.985932748,,344.0,204.0,399.0,498.0
-73.90969333,40.84179167,24-07-2021 15:15,0.981605318,,359.0,212.0,333.0,411.0
-73.90968,40.84173833,24-07-2021 15:15,0.981605318,,359.0,185.0,333.0,375.0
-73.90966833,40.84168333,24-07-2021 15:15,0.988096463,,359.0,185.0,333.0,375.0
-73.909655,40.841625,24-07-2021 15:15,0.988096463,,359.0,272.0,321.0,311.0
-73.90964,40.841565,24-07-2021 15:15,0.985932748,,359.0,180.0,355.0,380.0
-73.90962333,40.84150833,24-07-2021 15:15,0.985932748,,359.0,180.0,355.0,380.0
-73.9096,40.84145167,24-07-2021 15:15,0.992423892,,359.0,230.0,331.0,405.0
-73.90958667,40.84139833,24-07-2021 15:15,0.992423892,,359.0,230.0,331.0,405.0
-73.90957167,40.841345,24-07-2021 15:15,0.988096463,,359.0,275.0,331.0,373.0
-73.90955667,40.84129333,24-07-2021 15:15,0.988096463,,401.0,274.0,326.0,327.0
-73.909545,40.84124,24-07-2021 15:15,0.988096463,,401.0,287.0,326.0,352.0
-73.909545,40.84119333,24-07-2021 15:15,0.988096463,,401.0,299.0,326.0,294.0
-73.90955167,40.841155,24-07-2021 15:15,0.986052954,,401.0,232.0,326.0,285.0
-73.90968,40.84089833,24-07-2021 15:15,0.994707814,,401.0,321.0,404.0,433.0
-73.90974167,40.84076667,24-07-2021 15:15,0.994707814,,401.0,279.0,404.0,421.0
-73.909785,40.84067667,24-07-2021 15:15,0.990380384,,434.0,231.0,403.0,368.0
-73.90983,40.84057167,24-07-2021 15:15,0.990380384,,434.0,291.0,405.0,489.0
-73.909865,40.84051333,24-07-2021 15:15,0.994707814,,434.0,291.0,405.0,489.0
-73.90990333,40.84045833,24-07-2021 15:15,0.994707814,,434.0,255.0,405.0,487.0
-73.909945,40.8404,24-07-2021 15:15,0.990380384,,362.0,388.0,375.0,346.0
-73.90998833,40.840345,24-07-2021 15:15,0.990380384,,362.0,388.0,375.0,346.0
-73.91006667,40.84022,24-07-2021 15:15,0.990380384,,476.0,336.0,317.0,322.0
-73.910115,40.84014833,24-07-2021 15:15,0.990380384,,476.0,336.0,317.0,322.0
-73.91016,40.84008,24-07-2021 15:15,0.990380384,,476.0,324.0,317.0,321.0
-73.91026167,40.83990333,24-07-2021 15:15,0.990380384,,476.0,336.0,420.0,472.0
-73.91029167,40.83985333,24-07-2021 15:15,0.990380384,,476.0,405.0,555.0,721.0
-73.91033667,40.839775,24-07-2021 15:15,0.994707814,,476.0,543.0,555.0,917.0
-73.91051333,40.83951,24-07-2021 15:15,0.99482802,,1373.0,791.0,754.0,1472.0
-73.91054167,40.839455,24-07-2021 15:15,0.99482802,,1373.0,924.0,1555.0,1666.0
-73.91056333,40.839405,24-07-2021 15:15,0.99482802,,1373.0,1432.0,1555.0,2328.0
-73.91060667,40.83933333,24-07-2021 15:15,0.99482802,,1373.0,1432.0,1555.0,2328.0
-73.91062,40.839315,24-07-2021 15:15,0.99482802,,1373.0,2036.0,2543.0,2784.0
-73.91069167,40.83915667,24-07-2021 15:16,1.020792599,,812.0,2112.0,1857.0,2670.0
-73.91072667,40.83910667,24-07-2021 15:16,1.016465169,,1510.0,2344.0,2535.0,2946.0
-73.91076,40.83906,24-07-2021 15:16,1.016465169,,1510.0,2564.0,2535.0,3064.0
-73.910795,40.83900333,24-07-2021 15:16,1.012137739,,1510.0,2564.0,2535.0,3064.0
-73.91086833,40.838865,24-07-2021 15:16,1.007810309,,1510.0,2240.0,2779.0,2504.0
-73.91090833,40.83879167,24-07-2021 15:16,1.007810309,,1510.0,2058.0,2160.0,2248.0
-73.91094833,40.838715,24-07-2021 15:16,1.005646594,,1510.0,1888.0,2111.0,1952.0
-73.91098833,40.83864333,24-07-2021 15:16,1.005646594,,1510.0,1490.0,2111.0,1584.0
-73.91103,40.83856833,24-07-2021 15:16,1.012137739,,1446.0,1260.0,1568.0,1372.0
-73.91107667,40.83848667,24-07-2021 15:16,1.012137739,,1446.0,1140.0,1568.0,1518.0
-73.911125,40.83841,24-07-2021 15:16,1.00348288,,1446.0,1172.0,1362.0,1514.0
-73.91117333,40.83833667,24-07-2021 15:16,1.00348288,,1446.0,1242.0,1156.0,1244.0
-73.91121833,40.83827167,24-07-2021 15:16,1.009974024,,1446.0,1242.0,1156.0,1244.0
-73.91125667,40.83821333,24-07-2021 15:16,1.009974024,,1446.0,869.0,846.0,708.0
-73.91129,40.83817333,24-07-2021 15:16,1.007810309,,1446.0,744.0,846.0,665.0
-73.911355,40.83813167,24-07-2021 15:16,1.00348288,,594.0,464.0,598.0,461.0
-73.91140333,40.83812,24-07-2021 15:17,1.00348288,,594.0,464.0,598.0,461.0
-73.911465,40.83812,24-07-2021 15:17,1.009974024,,594.0,464.0,598.0,461.0
-73.911535,40.83813333,24-07-2021 15:17,1.009974024,,594.0,388.0,598.0,453.0
-73.911605,40.83814833,24-07-2021 15:17,1.007810309,,594.0,388.0,598.0,453.0
-73.91167167,40.838165,24-07-2021 15:17,1.007810309,,594.0,343.0,371.0,358.0
-73.91173833,40.83818667,24-07-2021 15:17,1.005646594,,594.0,323.0,371.0,365.0
-73.9118,40.83821167,24-07-2021 15:17,1.005646594,,594.0,323.0,371.0,365.0
-73.91186,40.83823167,24-07-2021 15:17,1.005766801,,594.0,323.0,371.0,365.0
-73.91191167,40.83825,24-07-2021 15:17,1.005766801,,594.0,305.0,351.0,377.0
-73.91195667,40.83826333,24-07-2021 15:19,1.001439371,,594.0,312.0,410.0,358.0
-73.91199,40.83827,24-07-2021 15:19,1.001439371,,594.0,315.0,410.0,377.0
-73.91219,40.83830667,24-07-2021 15:19,1.003603086,,457.0,341.0,369.0,380.0
-73.91224667,40.83832333,24-07-2021 15:19,0.999275656,,457.0,372.0,369.0,368.0
-73.91231167,40.83833167,24-07-2021 15:19,0.999275656,,457.0,372.0,369.0,368.0
-73.91237,40.83834,24-07-2021 15:19,0.997111941,,457.0,404.0,399.0,365.0
-73.91241833,40.83834667,24-07-2021 15:19,0.997111941,,457.0,377.0,399.0,378.0
-73.91245667,40.838355,24-07-2021 15:19,0.997111941,,457.0,412.0,399.0,363.0
-73.91255833,40.83839167,24-07-2021 15:19,1.007930516,,457.0,412.0,399.0,363.0
-73.91261167,40.83841,24-07-2021 15:19,1.007930516,,457.0,363.0,333.0,328.0
-73.912675,40.83843333,24-07-2021 15:19,1.007930516,,457.0,397.0,402.0,361.0
-73.91274833,40.83846,24-07-2021 15:19,1.003603086,,457.0,346.0,402.0,332.0
-73.91282333,40.83848833,24-07-2021 15:19,1.003603086,,427.0,321.0,307.0,311.0
-73.91289333,40.83852,24-07-2021 15:19,1.007930516,,427.0,310.0,307.0,279.0
-73.91296,40.83854833,24-07-2021 15:19,1.007930516,,427.0,328.0,307.0,328.0
-73.91307667,40.838595,24-07-2021 15:19,0.999275656,,427.0,379.0,289.0,291.0
-73.91316,40.83862833,24-07-2021 15:19,1.005766801,,508.0,352.0,347.0,335.0
-73.91335,40.83872,24-07-2021 15:19,1.023196726,,508.0,298.0,297.0,261.0
-73.91339,40.83873833,24-07-2021 15:19,1.018869297,,508.0,298.0,297.0,261.0
-73.91343,40.838755,24-07-2021 15:19,1.018869297,,508.0,262.0,297.0,253.0
-73.913465,40.83876667,24-07-2021 15:19,1.018869297,,508.0,262.0,297.0,253.0
-73.91349667,40.83877667,24-07-2021 15:19,1.018869297,,508.0,262.0,297.0,253.0
-73.91353667,40.83879167,24-07-2021 15:19,1.023196726,,596.0,306.0,342.0,325.0
-73.91364667,40.838835,24-07-2021 15:19,1.018869297,,596.0,321.0,342.0,321.0
-73.91371167,40.83885833,24-07-2021 15:20,1.018869297,,596.0,321.0,342.0,321.0
-73.913785,40.83888333,24-07-2021 15:20,1.023196726,,596.0,423.0,481.0,430.0
-73.91385333,40.838905,24-07-2021 15:20,1.023196726,,596.0,423.0,481.0,430.0
-73.91392,40.83892833,24-07-2021 15:20,1.014541867,,596.0,646.0,481.0,577.0
-73.91398833,40.83895167,24-07-2021 15:20,1.014541867,,596.0,392.0,515.0,452.0
-73.914075,40.83897167,24-07-2021 15:20,1.016705582,,596.0,905.0,736.0,687.0
-73.91416333,40.83897833,24-07-2021 15:20,1.016705582,,596.0,716.0,736.0,566.0
-73.91424,40.839015,24-07-2021 15:20,1.010214437,,548.0,412.0,420.0,364.0
-73.91432167,40.839045,24-07-2021 15:20,1.010214437,,548.0,191.0,395.0,359.0
-73.91454,40.83912333,24-07-2021 15:20,1.008050722,,548.0,246.0,264.0,239.0
-73.91460333,40.83914833,24-07-2021 15:20,1.008050722,,548.0,249.0,264.0,228.0
-73.914675,40.83916667,24-07-2021 15:20,1.014541867,,542.0,318.0,281.0,255.0
-73.91475333,40.83917667,24-07-2021 15:20,1.014541867,,542.0,318.0,281.0,255.0
-73.914825,40.83918667,24-07-2021 15:20,1.010214437,,542.0,329.0,281.0,281.0
-73.91487833,40.83921333,24-07-2021 15:20,1.010214437,,542.0,329.0,281.0,281.0
-73.91492667,40.83923833,24-07-2021 15:20,1.012378152,,542.0,329.0,281.0,281.0
-73.914975,40.83925833,24-07-2021 15:20,1.012378152,,545.0,348.0,289.0,322.0
-73.91505667,40.83928167,24-07-2021 15:20,1.012378152,,545.0,317.0,289.0,318.0
-73.91508833,40.83928833,24-07-2021 15:20,1.012378152,,545.0,317.0,289.0,318.0
-73.91511167,40.839295,24-07-2021 15:20,1.012378152,,545.0,317.0,289.0,318.0
-73.915245,40.83936,24-07-2021 15:20,1.021033011,,545.0,292.0,345.0,266.0
-73.91532333,40.83937833,24-07-2021 15:21,1.018869297,,545.0,321.0,345.0,292.0
-73.91540667,40.83939167,24-07-2021 15:21,1.023196726,,545.0,362.0,495.0,306.0
-73.91545333,40.83940833,24-07-2021 15:21,1.023196726,,545.0,362.0,495.0,306.0
-73.91553333,40.83943667,24-07-2021 15:21,1.021033011,,545.0,312.0,281.0,242.0
-73.91555833,40.83944667,24-07-2021 15:21,1.025360441,,545.0,312.0,281.0,242.0
-73.91558333,40.83946,24-07-2021 15:21,1.025360441,,545.0,312.0,281.0,242.0
-73.915605,40.83947,24-07-2021 15:21,1.023196726,,545.0,312.0,281.0,242.0
-73.915715,40.83952167,24-07-2021 15:21,1.027524156,,673.0,274.0,331.0,210.0
-73.9165,40.83893833,24-07-2021 15:21,1.034255713,,926.0,576.0,477.0,503.0
-73.91653833,40.83888833,24-07-2021 15:21,1.034255713,,926.0,576.0,477.0,503.0
-73.91657333,40.83883,24-07-2021 15:21,1.032091999,,926.0,1042.0,782.0,872.0
-73.916615,40.83876833,24-07-2021 15:21,1.032091999,,926.0,673.0,782.0,640.0
-73.91665167,40.838705,24-07-2021 15:21,1.029928284,,926.0,673.0,782.0,640.0
-73.916935,40.83837333,24-07-2021 15:21,1.021273424,,861.0,597.0,835.0,670.0
-73.916975,40.83831833,24-07-2021 15:21,1.019109709,,861.0,561.0,631.0,636.0
-73.91701833,40.83826,24-07-2021 15:21,1.019109709,,861.0,561.0,631.0,636.0
-73.91710333,40.83816333,24-07-2021 15:21,1.019109709,,1387.0,1178.0,1241.0,1162.0
-73.917135,40.83812833,24-07-2021 15:21,1.019109709,,1213.0,908.0,1081.0,1262.0
-73.91715833,40.8381,24-07-2021 15:21,1.019109709,,1213.0,908.0,1081.0,1262.0
-73.91717333,40.83807833,24-07-2021 15:22,1.01478228,,1213.0,908.0,1081.0,1262.0
-73.917245,40.83796667,24-07-2021 15:22,1.01478228,,1213.0,571.0,843.0,1132.0
-73.91727833,40.83793,24-07-2021 15:22,1.01478228,,1213.0,850.0,1420.0,1196.0
-73.91731833,40.83788833,24-07-2021 15:22,1.008291135,,1213.0,945.0,1420.0,1426.0
-73.91735,40.83783,24-07-2021 15:22,1.008291135,,1213.0,945.0,1420.0,1426.0
-73.91739833,40.83777833,24-07-2021 15:22,1.00179999,,1213.0,829.0,1630.0,1064.0
-73.91744,40.83772833,24-07-2021 15:22,1.00179999,,1213.0,829.0,1630.0,1064.0
-73.91747333,40.83768667,24-07-2021 15:22,0.988817701,,1213.0,2018.0,1630.0,2230.0
-73.91748833,40.837655,24-07-2021 15:22,0.988817701,,1213.0,2018.0,1630.0,2230.0
-73.91757667,40.83753667,24-07-2021 15:22,0.982326556,,1354.0,2770.0,3062.0,2924.0
-73.91759833,40.83750833,24-07-2021 15:22,0.984490271,,1354.0,1610.0,3062.0,1980.0
-73.91762167,40.837475,24-07-2021 15:22,0.984490271,,1354.0,1610.0,3062.0,1980.0
-73.91767833,40.8374,24-07-2021 15:22,0.986653986,,1354.0,3462.0,2543.0,4104.0
-73.91783,40.83718333,24-07-2021 15:22,0.986653986,,1866.0,1800.0,2154.0,1946.0
-73.91787667,40.83712167,24-07-2021 15:22,0.980162841,,1866.0,1374.0,2154.0,1526.0
-73.91792167,40.83706167,24-07-2021 15:22,0.980162841,,1861.0,1908.0,1890.0,2194.0
-73.917955,40.83699667,24-07-2021 15:22,0.980162841,,1861.0,1908.0,1890.0,2194.0
-73.918015,40.836875,24-07-2021 15:22,0.986653986,,1861.0,1316.0,1808.0,1902.0
-73.91804167,40.836825,24-07-2021 15:22,0.986653986,,1861.0,1316.0,1808.0,1902.0
-73.91809167,40.83675167,24-07-2021 15:22,0.977999127,,1861.0,1036.0,2176.0,2302.0
-73.91812,40.836725,24-07-2021 15:22,0.971507982,,1861.0,837.0,2187.0,2270.0
-73.91831333,40.83656667,24-07-2021 15:22,0.980162841,,1861.0,1214.0,1420.0,1438.0
-73.91835,40.83654,24-07-2021 15:22,0.980283048,,1515.0,1212.0,1499.0,1484.0
-73.91839167,40.83649667,24-07-2021 15:22,0.978119333,,1515.0,1212.0,1499.0,1484.0
-73.91842833,40.83644833,24-07-2021 15:22,0.978119333,,1515.0,1116.0,1499.0,1298.0
-73.91847,40.8364,24-07-2021 15:22,0.980283048,,1515.0,1430.0,1499.0,1598.0
-73.91854667,40.83631167,24-07-2021 15:22,0.980283048,,1154.0,2018.0,2238.0,2330.0
-73.918575,40.83627333,24-07-2021 15:22,0.982446763,,1154.0,1784.0,2238.0,2002.0
-73.91860167,40.83623833,24-07-2021 15:22,0.982446763,,1154.0,1784.0,2238.0,2002.0
-73.91862667,40.83620667,24-07-2021 15:23,0.984610478,,1154.0,2602.0,2238.0,2872.0
-73.91865,40.83617667,24-07-2021 15:23,0.984610478,,1154.0,2170.0,1695.0,2482.0
-73.91867333,40.83614333,24-07-2021 15:23,0.982446763,,1154.0,2170.0,1695.0,2482.0
-73.91870333,40.83610833,24-07-2021 15:23,0.982446763,,1154.0,2170.0,1695.0,2482.0
-73.918735,40.83606833,24-07-2021 15:23,0.982446763,,1154.0,1460.0,1695.0,1682.0
-73.91877,40.83603333,24-07-2021 15:23,0.982446763,,1154.0,1460.0,1695.0,1682.0
-73.91880167,40.836005,24-07-2021 15:23,0.982446763,,1254.0,1344.0,1730.0,2098.0
-73.91887,40.83593167,24-07-2021 15:23,0.984610478,,1254.0,1344.0,1730.0,2098.0
-73.91892167,40.835885,24-07-2021 15:23,0.984610478,,1254.0,898.0,1730.0,2060.0
-73.91897333,40.83582333,24-07-2021 15:23,0.988937907,,1254.0,835.0,1281.0,1312.0
-73.91908333,40.83571333,24-07-2021 15:23,0.986774192,,1254.0,1228.0,1580.0,1406.0
-73.919125,40.835675,24-07-2021 15:23,0.986774192,,1254.0,1228.0,1580.0,1406.0
-73.91916,40.83564,24-07-2021 15:23,0.982446763,,1254.0,3348.0,1895.0,3666.0
-73.91919167,40.83559,24-07-2021 15:23,0.984610478,,1254.0,3348.0,1895.0,3666.0
-73.91924167,40.83548167,24-07-2021 15:23,0.986774192,,1254.0,2788.0,1895.0,3018.0
-73.91926667,40.83545333,24-07-2021 15:23,0.988937907,,1346.0,2858.0,2702.0,3450.0
-73.91928333,40.83542833,24-07-2021 15:23,0.988937907,,1346.0,2858.0,2702.0,3450.0
-73.91929667,40.83540333,24-07-2021 15:23,0.988937907,,1346.0,2858.0,2702.0,3450.0
-73.91930667,40.83537833,24-07-2021 15:23,0.988937907,,1346.0,1654.0,2702.0,2058.0
-73.91932167,40.835345,24-07-2021 15:23,0.986774192,,1346.0,1654.0,2702.0,2058.0
-73.91934,40.8353,24-07-2021 15:24,0.986774192,,1346.0,2458.0,2702.0,2888.0
-73.91937333,40.83525167,24-07-2021 15:24,0.995429052,,1346.0,1614.0,1532.0,1918.0
-73.91941167,40.8352,24-07-2021 15:24,0.995429052,,1346.0,1058.0,1532.0,1130.0
-73.91945167,40.83515,24-07-2021 15:24,0.997712973,,1346.0,1058.0,1532.0,1130.0
-73.91956833,40.83498,24-07-2021 15:24,0.995549258,,1346.0,1154.0,1141.0,1586.0
-73.919605,40.83492333,24-07-2021 15:24,0.991221829,,2045.0,1094.0,1474.0,1700.0
-73.91966167,40.83482,24-07-2021 15:24,0.991221829,,2045.0,1460.0,1474.0,1640.0
-73.91969,40.83477,24-07-2021 15:24,1.002040403,,2045.0,1460.0,1474.0,1640.0
-73.91971833,40.834715,24-07-2021 15:24,1.002040403,,2045.0,2454.0,1825.0,2792.0
-73.91974667,40.83466,24-07-2021 15:24,0.995549258,,2045.0,2038.0,1825.0,2790.0
-73.91976167,40.83461333,24-07-2021 15:24,0.995549258,,2045.0,2038.0,1825.0,2790.0
-73.91977333,40.83457667,24-07-2021 15:24,1.004204118,,2045.0,2038.0,1825.0,2790.0
-73.91981333,40.83451333,24-07-2021 15:24,0.997712973,,2045.0,1344.0,1676.0,2328.0
-73.91982833,40.83448,24-07-2021 15:24,0.997712973,,2045.0,1086.0,1676.0,2140.0
-73.91986,40.834415,24-07-2021 15:24,0.997712973,,2045.0,1086.0,1676.0,2140.0
-73.919885,40.83438,24-07-2021 15:24,1.002040403,,2283.0,1772.0,1837.0,2088.0
-73.91993167,40.834305,24-07-2021 15:24,0.999876688,,2283.0,1772.0,1837.0,2088.0
-73.91997667,40.83422833,24-07-2021 15:24,0.995549258,,1826.0,2012.0,2846.0,2588.0
-73.92000333,40.83418333,24-07-2021 15:24,0.995549258,,1826.0,2118.0,2994.0,2476.0
-73.92004167,40.83414167,24-07-2021 15:25,1.004204118,,1826.0,2118.0,2994.0,2476.0
-73.92007667,40.83409667,24-07-2021 15:25,1.004204118,,1826.0,1624.0,2994.0,2770.0
-73.92013833,40.83400667,24-07-2021 15:25,1.008531548,,1826.0,2052.0,2811.0,3016.0
-73.92016,40.83396167,24-07-2021 15:25,1.008531548,,1826.0,2052.0,2811.0,3016.0
-73.92018667,40.83391333,24-07-2021 15:25,1.008531548,,1826.0,1834.0,2811.0,2496.0
-73.920215,40.83385667,24-07-2021 15:25,1.008531548,,1826.0,1834.0,2811.0,2496.0
-73.92024833,40.83380333,24-07-2021 15:25,1.008531548,,1799.0,2644.0,2584.0,2932.0
-73.92027333,40.83376,24-07-2021 15:25,1.006367833,,1799.0,2292.0,2584.0,2912.0
-73.9203,40.83371667,24-07-2021 15:25,1.006367833,,1799.0,2292.0,2584.0,2912.0
-73.920355,40.83361833,24-07-2021 15:25,1.008531548,,1799.0,2372.0,2252.0,2432.0
-73.92038667,40.83357,24-07-2021 15:25,1.002040403,,1799.0,1650.0,2252.0,1928.0
-73.92041667,40.83351833,24-07-2021 15:25,1.002040403,,1799.0,1650.0,2252.0,1928.0
-73.92044333,40.83346167,24-07-2021 15:25,0.995549258,,1799.0,1428.0,2104.0,2686.0
-73.92047333,40.8334,24-07-2021 15:25,0.995549258,,1799.0,655.0,2104.0,2796.0
-73.92050333,40.833345,24-07-2021 15:25,0.997712973,,1799.0,4376.0,4040.0,5128.0
-73.92053167,40.83328667,24-07-2021 15:25,0.997712973,,1349.0,2386.0,3690.0,3730.0
-73.92056333,40.83323333,24-07-2021 15:25,0.995549258,,1349.0,2386.0,3690.0,3730.0
-73.92059167,40.83317833,24-07-2021 15:25,0.995549258,,1349.0,1138.0,3690.0,2730.0
-73.92062833,40.83311833,24-07-2021 15:25,0.995549258,,1349.0,2166.0,2569.0,2924.0
-73.92067333,40.83306,24-07-2021 15:25,0.995549258,,1349.0,2166.0,2569.0,2924.0
-73.92075833,40.832925,24-07-2021 15:25,0.995549258,,1561.0,2298.0,2887.0,3630.0
-73.9208,40.83285833,24-07-2021 15:25,0.995549258,,1561.0,1250.0,2887.0,2486.0
-73.92084167,40.83279,24-07-2021 15:25,0.997712973,,1561.0,1250.0,2887.0,2486.0
-73.92088167,40.83272667,24-07-2021 15:25,0.997712973,,1560.0,1352.0,2021.0,1942.0
-73.92092333,40.83266667,24-07-2021 15:25,0.991221829,,1560.0,998.0,2021.0,1750.0
-73.92096,40.832605,24-07-2021 15:25,0.991221829,,1560.0,1912.0,2151.0,2680.0
-73.92098,40.83255333,24-07-2021 15:25,0.997712973,,1560.0,1512.0,3575.0,2644.0
-73.921005,40.83249833,24-07-2021 15:25,0.997712973,,1560.0,1964.0,3575.0,3382.0
-73.92103167,40.83244667,24-07-2021 15:25,0.989058114,,1560.0,1964.0,3575.0,3382.0
